patent_id,title,authors,abstract,detail_url,application_no,publication_no,registration_no,application_date,publication_date,registration_date,ipc,pdf_links,score,matched_keywords
P13664,高濃度かつ高放射能をもつテクネチウム-99m溶液の製造方法,木村 明博 ; 西方 香緒里 ; 土谷 邦彦 ; 石原 正博; 棚瀬 正和* ; 藤崎 三郎* ; 太田 朗生*,【課題】これまでの時間当たりに製造される99mTc溶液の量及び濃度を格段に超え、実用に供することができる、高濃度かつ高放射能をもつ99mTc溶液を得るための製造方法を提供すること。 【解決手段】99MoO3ペレットとアルカリ溶液を撹拌して、99MoO3をアルカリ溶液に溶解させ、溶解した99Moに比較的少量のMEKを供給し、撹拌することにより、99Moから生成する 99mTcを抽出した後、99mTc含有MEK相と水相に分離させ、分離した99mTc含有MEK相を、塩基性アルミナカラムを介して精製し、次いで酸性アルミナカラムにおいて99mTc含有ケトンMEKから99mTcを酸性アルミナカラムに吸着濃縮させ、比較的少量の生理食塩水を用いて酸性アルミナカラムから溶離する。,https://jopss.jaea.go.jp/search/servlet/search?P13664,2011-173260,2013-035714,5817977,2011/08/08,2013/02/21,2015/10/09,C01G 99/00 (2010.01):G21G 4/08 (2006.01):A61K 51/00 (2006.01),https://jopss.jaea.go.jp/pdfdata/P1/P13664A.pdf | https://jopss.jaea.go.jp/pdfdata/P1/P13664A.pdf | https://jopss.jaea.go.jp/pdfdata/P2/P13664B.pdf,0,
P13668,半導体放射線測定器,谷村 嘉彦 ; 美留町 厚; not registered,【課題】高性能でありながら比較的安価な、特に簡易型の放射線測定器においてはさらに乾電池等のバッテリーでも長時間連続使用が可能な、半導体放射線測定器を提供すること。 【解決手段】放射線センサー、増幅器、波高弁別器、及び波高弁別器からの出力パルス信号を計数する第一のカウンタを有し、第一のカウンタの計数値に所望の処理を行う演算処理装置を備えた半導体放射線測定器において、演算処理装置がさらに第二のカウンタを有し、第二のカウンタと増幅器の間に、その抵抗値が、波高弁別器の第一の弁別レベルよりも大きな第二の弁別レベルに設定されている弁別レベル調整用可変抵抗が接続されており、第一のカウンタ出力と第二のカウンタ出力の論理演算関係からγ線を検出する。,https://jopss.jaea.go.jp/search/servlet/search?P13668,2011-164392,2013-029361,5761794,2011/07/27,2013/02/07,2015/06/19,G01T 1/24 (2006.01):G01T 3/08 (2006.01),https://jopss.jaea.go.jp/pdfdata/P1/P13668A.pdf | https://jopss.jaea.go.jp/pdfdata/P1/P13668A.pdf | https://jopss.jaea.go.jp/pdfdata/P2/P13668B.pdf,0,
P13635,センサー及びセンサー用接着剤,西村 昭彦 ; 島田 幸洋; 石橋 久義* ; 鈴木 宏和*,【課題】センサーと測定対象物との間の接着剤の厚さを均一に保持し、接着剤の接着力を均一に保つと共に、測定対象物と接着剤の間や接着剤とセンサーの間で、熱膨張差による接着剤の剥離現象が生じるのを防止する。 【解決手段】本発明は、高温の測定対象物13に接着剤14を介して取り付けられるセンサー10であって、検知部を有するセンサー本体11と、センサー本体11をモールドで一体成形して形成されるブロック体12と、を備え、ブロック体12は接着剤14と同一のセラミック系接着剤から構成され、ブロック体12の測定対象物13側には接着剤14の接着面12Aが形成されていることを特徴とする。,https://jopss.jaea.go.jp/search/servlet/search?P13635,2011-078469,2012-211868,5669262,2011/03/31,2012/11/01,2014/12/26,G01D 5/353(2006.01):G01B 11/16 (2006.01):G01K 1/14 (2006.01):C09J 1/00 (2006.01):G01D 5/12 (2006.01),https://jopss.jaea.go.jp/pdfdata/P1/P13635A.pdf | https://jopss.jaea.go.jp/pdfdata/P1/P13635A.pdf | https://jopss.jaea.go.jp/pdfdata/P2/P13635B.pdf,0,
P13812,Continuous collection method of particle component in aqueous solution and apparatus therefor,長縄 弘親 ; 柳瀬 信之 ; 永野 哲志; not registered,"The particle components may be collected by using a phenomenon that the particle components in the aqueous phase aggregate at the liquid-to-liquid interface. Both of the particle components and the dissolved components in the aqueous phase may be simultaneously collected if combined with liquid-liquid extraction phenomenon that the dissolved components in the aqueous phase are collected into the solvent phase through the liquid-to-liquid interface. The aggregation phenomenon of the particle components at the liquid-to-liquid interface may be promoted by using an emulsion flow method, a method of applying mechanical external forces (such as stirring and vibrating) or another method combining both the above-mentioned methods.",https://jopss.jaea.go.jp/search/servlet/search?P13812,13/527013,2012/0255905,9108124,2012/06/19,2012/10/11,2015/08/18,B01D 11/04 (2006.01):C02F 1/26 (2006.01):C02F 1/00 (2006.01):C02F 1/54 (2006.01),https://jopss.jaea.go.jp/pdfdata/P1/P13812A.pdf | https://jopss.jaea.go.jp/pdfdata/P1/P13812A.pdf | https://jopss.jaea.go.jp/pdfdata/P2/P13812B.pdf,0,
P13559,メチルイミノビスジアルキルアセトアミドの製造方法,佐々木 祐二; 折山 剛* ; 大橋 朗*,"【課題】高レベル放射性廃液からのPD、TC、PD、MO、PUを抽出するための抽出剤として用いることができるメチルイミノ-N,N-ジアルキルアセトアミドを安全かつ効率的に製造することができる方法を提供する。 【解決手段】メチルイミノ2酢酸とメチルイミダゾールとを脱水ジクロロメタン中で混合し、氷温下でP-トルエンスルホニルクロライドを添加して、メチルイミノ2酢酸のイミダゾール化合物を中間体として得て、当該中間体に2級アミンを添加して、下記一般式(I)(化学式のため省略)(式中、Rは炭素数が2個~12個のアルキル基を示す)で表されるメチルイミノ-N,N-ジアルキルアセトアミドを得る。",https://jopss.jaea.go.jp/search/servlet/search?P13559,2011-001809,2012-144448,5682889,2011/01/07,2012/08/02,2015/01/23,C07C 231/02(2006.01):B01J 31/02 (2006.01):C07C 237/06(2006.01),https://jopss.jaea.go.jp/pdfdata/P1/P13559A.pdf | https://jopss.jaea.go.jp/pdfdata/P1/P13559A.pdf | https://jopss.jaea.go.jp/pdfdata/P2/P13559B.pdf,0,
P13582,無機高分子系モリブデン吸着剤及びその製造方法,木村 明博 ; 谷本 政隆 ; 石田 卓也 ; 土谷 邦彦; 長谷川 良雄* ; 菱沼 行男* ; 栗原 克宜* ; 鈴木 将*,【課題】塩素を含むPZCに代わる、塩素フリーの無機高分子系吸着剤及びその製造方法を提供すること。 【解決手段】以下の化学式(A)、(B)及び(C)を含み、これらの繰り返し単位から成る骨格構造を有し、Mが4価の金属、例えばチタンであり、Xが例えば1個から6個までの炭素原子を有するアルコキシ基又は有機配位子のいずれかである99Mo-99mTcジェネレータ用の無機高分子系モリブデン吸着剤。,https://jopss.jaea.go.jp/search/servlet/search?P13582,2010-263801,2012-112881,5736563,2010/11/26,2012/06/14,2015/05/01,G21G 4/08 (2006.01):G01T 1/161(2006.01):B01J 20/26 (2006.01):B01J 20/02 (2006.01),https://jopss.jaea.go.jp/pdfdata/P1/P13582A.pdf | https://jopss.jaea.go.jp/pdfdata/P1/P13582A.pdf | https://jopss.jaea.go.jp/pdfdata/P2/P13582B.pdf,0,
P13549,和紙被覆建築資材の製造方法及び和紙被覆建築資材,吉井 文男 ; 中島 準作 ; 荒木 克彦 ; 玉脇 宏 ; 笠井 昇; 内田 長信* ; 山本 弘行*,【課題】接着剤を用いることなく和紙原料をパネルなどの建築資材に被覆することが可能な和紙被覆建築資材の製造方法を提供する。 【解決手段】本発明の和紙被覆建築資材の製造方法は、水にハイドロゲルを添加したハイドロゲル添加水と和紙原料とを含む溶液を調整する調整工程と、前記調整工程で調整された前記溶液を建築資材に吹き付けて被覆を形成する被覆形成工程と、前記被覆形成工程によって被覆が形成された建築資材の乾燥を行う乾燥工程と、を有することを特徴とする。,https://jopss.jaea.go.jp/search/servlet/search?P13549,2010-206186,2012-062647,5376337,2010/09/15,2012/03/29,2013/10/04,E04F 13/08 (2006.01),https://jopss.jaea.go.jp/pdfdata/P1/P13549A.pdf | https://jopss.jaea.go.jp/pdfdata/P1/P13549A.pdf | https://jopss.jaea.go.jp/pdfdata/P2/P13549B.pdf,0,
P13487,高機能性消臭和紙およびその製造方法,中島 準作 ; 吉井 文男 ; 荒木 克彦 ; 笠井 昇 ; 三木 博実 ; 玉脇 宏; 石川 浩*,【課題】ハイドロゲルが有する高い定着効果によって、消臭効果と持続性に優れ、かつ水洗による再使用が可能な高機能性消臭和紙および当該消臭和紙の製造方法を提供する。 【解決手段】本発明に係る高機能性消臭和紙は、和紙に、消臭剤としてのヨウ素アニオン交換樹脂および当該消臭剤の効果を長期的に安定持続させるためのトルマリンを、ハイドロゲルによって定着してなることを特徴とする。,https://jopss.jaea.go.jp/search/servlet/search?P13487,2010-081718,2011-212135,5229829,2010/03/31,2011/10/27,2013/03/29,A61L 9/01 (2006.01):D21H 21/14 (2006.01),https://jopss.jaea.go.jp/pdfdata/P1/P13487A.pdf | https://jopss.jaea.go.jp/pdfdata/P1/P13487A.pdf | https://jopss.jaea.go.jp/pdfdata/P2/P13487B.pdf,0,
P13469,中性子イメージ検出方法及びその方法を用いた中性子イメージ検出器,中村 龍也 ; 片桐 政樹 ; 海老根 守澄 ; 美留町 厚; 寄林 豊*,【課題】小型かつ極めて安価であると同時に、中性子イメージ作成の処理速度が極めて高速である中性子イメージ検出器を提供すること。 【解決手段】中性子入射によって生じた蛍光を、一定の間隔で1次元的にまたは2次元的に収集し、収集した蛍光を検出して、中性子の入射位置を決定する中性子イメージ検出方法であって、蛍光を検出する際、フォトン計測法を用いて検出し、出力された各フォトンにより生成されたパルス信号を、フォトン一個により生成されるパルス信号の時間幅と同一の間隔幅で発生させたクロック信号を基に取り出し、出力されたパルス信号を計数し、1つの中性子が入射した際得られる入射位置を変数とした計数分布を求め、得られた計数分布に基づき重心計算を行い中性子の入射位置を決定する。,https://jopss.jaea.go.jp/search/servlet/search?P13469,2010-042209,2011-179863,5598905,2010/02/26,2011/09/15,2014/08/22,G01T 3/06 (2006.01),https://jopss.jaea.go.jp/pdfdata/P1/P13469A.pdf | https://jopss.jaea.go.jp/pdfdata/P1/P13469A.pdf | https://jopss.jaea.go.jp/pdfdata/P2/P13469B.pdf,0,
P13658,PROCEDE DE COLLECTE CONTINUE DE COMPOSANTS DE PARTICULES EN SOLUTION AQUEUSE ET APPAREIL CORRESPONDANT,長縄 弘親 ; 柳瀬 信之 ; 永野 哲志; not registered,"The particle components may be collected by using a phenomenon that the particle components in the aqueous phase aggregate at the liquid-to-liquid interface. Both of the particle components and the dissolved components in the aqueous phase may be simultaneously collected if combined with liquid-liquid extraction phenomenon that the dissolved components in the aqueous phase are collected into the solvent phase through the liquid-to-liquid interface. The aggregation phenomenon of the particle components at the liquid-to-liquid interface may be promoted by using an emulsion flow method, a method of applying mechanical external forces (such as stirring and vibrating) or another method combining both the above-mentioned methods.",https://jopss.jaea.go.jp/search/servlet/search?P13658,11166870.3,2364758,2364758,2011/05/20,2011/09/14,2016/06/29,B01D 11/04 (2006.01):B01D 21/24 (2006.01):B03D 1/00 (2006.01):C02F 1/54 (2006.01),https://jopss.jaea.go.jp/pdfdata/P1/P13658A.pdf | https://jopss.jaea.go.jp/pdfdata/P1/P13658A.pdf | https://jopss.jaea.go.jp/pdfdata/P2/P13658B.pdf,0,
P13660,KONTINUIERLICHES SAMMELVERFAHREN FUR TEILCHENFORMIGE KOMPONENTE IN WASSRIGER LOSUNG UND VORRICHTUNG DAFUR,長縄 弘親 ; 柳瀬 信之 ; 永野 哲志; not registered,"The particle components may be collected by using a phenomenon that the particle components in the aqueous phase aggregate at the liquid-to-liquid interface. Both of the particle components and the dissolved components in the aqueous phase may be simultaneously collected if combined with liquid-liquid extraction phenomenon that the dissolved components in the aqueous phase are collected into the solvent phase through the liquid-to-liquid interface. The aggregation phenomenon of the particle components at the liquid-to-liquid interface may be promoted by using an emulsion flow method, a method of applying mechanical external forces (such as stirring and vibrating) or another method combining both the above-mentioned methods.",https://jopss.jaea.go.jp/search/servlet/search?P13660,11166870.3,2364758,2364758,2011/05/20,2011/09/14,2016/06/29,B01D 11/04 (2006.01):B01D 21/24 (2006.01):B03D 1/00 (2006.01):C02F 1/54 (2006.01),https://jopss.jaea.go.jp/pdfdata/P1/P13660A.pdf | https://jopss.jaea.go.jp/pdfdata/P1/P13660A.pdf | https://jopss.jaea.go.jp/pdfdata/P2/P13660B.pdf,0,
